timestamp,ip,port,hostname,tag,handshake,asn,geo,region,city,cipher_suite,cert_length,subject_common_name,issuer_common_name,cert_issue_date,cert_expiration_date,sha1_fingerprint,cert_serial_number,signature_algorithm,key_algorithm,subject_organization_name,subject_organization_unit_name,subject_country,subject_state_or_province_name,subject_locality_name,subject_street_address,subject_postal_code,subject_surname,subject_given_name,subject_email_address,subject_business_category,subject_serial_number,issuer_organization_name,issuer_organization_unit_name,issuer_country,issuer_state_or_province_name,issuer_locality_name,issuer_street_address,issuer_postal_code,issuer_surname,issuer_given_name,issuer_email_address,issuer_business_category,issuer_serial_number,naics,sic,freak_vulnerable,freak_cipher_suite,sector,sha256_fingerprint,sha512_fingerprint,md5_fingerprint,http_response_type,http_code,http_reason,content_type,http_connection,www_authenticate,set_cookie,server_type,content_length,transfer_encoding,http_date,cert_valid,self_signed,cert_expired,browser_trusted,validation_level,browser_error,tlsv13_support,tlsv13_cipher,raw_cert,raw_cert_chain
8/1/2020 0:13,118.68.243.209,443,,ssl-freak,TLSv1.0,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,TLS_RSA_WITH_RC4_128_SHA,1024,,,5/9/2012 7:55,5/4/2032 7:55,6BE9068844B12C2BDF0AF2D4D6244449E3991E6A,FE676B96C70714F9,md5WithRSAEncryption,rsaEncryption,CIG,,CN,Shanghai,Shanghai,,,,,,,,CIG,,CN,Shanghai,Shanghai,,,,,,,,517311,,Y,TLS_RSA_EXPORT_WITH_RC4_40_MD5,Communications,EF512D0AB19E9B91A5C519C634A4F2FCBBF65C45EF87E01AABD25939FE903594,9FB295B36EAC31D1115CBC34808EE8B3A966FCE307E10DD44CF06A3F24D3266848243637EE7782DC85928B9AB4448B17EC9472E36DA32652324B2300986D8511,608C5D9E3DC8D785257F7FDF627F72E8,HTTP/1.1,200,OK,,,,,,,,,Y,Y,N,N,unknown,x509: unknown error,N,,,
8/1/2020 0:13,1.52.80.230,443,,ssl-freak,TLSv1.0,18403,VN,BEN TRE,BEN TRE,TLS_RSA_WITH_RC4_128_SHA,1024,,,5/9/2012 7:55,5/4/2032 7:55,6BE9068844B12C2BDF0AF2D4D6244449E3991E6A,FE676B96C70714F9,md5WithRSAEncryption,rsaEncryption,CIG,,CN,Shanghai,Shanghai,,,,,,,,CIG,,CN,Shanghai,Shanghai,,,,,,,,517311,,Y,TLS_RSA_EXPORT_WITH_RC4_40_MD5,Communications,EF512D0AB19E9B91A5C519C634A4F2FCBBF65C45EF87E01AABD25939FE903594,9FB295B36EAC31D1115CBC34808EE8B3A966FCE307E10DD44CF06A3F24D3266848243637EE7782DC85928B9AB4448B17EC9472E36DA32652324B2300986D8511,608C5D9E3DC8D785257F7FDF627F72E8,HTTP/1.1,200,OK,,,,,,,,,Y,Y,N,N,unknown,x509: unknown error,N,,,
8/1/2020 0:13,203.162.96.82,443,mail.tera-hosting.net,ssl-freak,TLSv1.0,7643,VN,HA NOI,HANOI,TLS_RSA_WITH_RC4_128_SHA,2048,plesk,plesk,11/13/2006 14:38,11/13/2007 14:38,0772E954268DDA6E88A8DE683960CCE4405816A3,0FF6EA,md5WithRSAEncryption,rsaEncryption,"SWsoft, Inc.",Plesk,US,Virginia,Herndon,,,,,info@plesk.com,,,"SWsoft, Inc.",Plesk,US,Virginia,Herndon,,,,,info@plesk.com,,,517311,,Y,TLS_RSA_EXPORT_WITH_RC4_40_MD5,Communications,31580BD7AD27252AF63CBE051689984AF506458B84895271B3BCAF998288F0D1,8E413CD9A4814232C9B81062BB606CBBC43848A085C6DA39BDE824E0FC4C76AC094F86908641C519CABC8C412037B69B7276FD7B3866AB36FA450A1E73D48C8B,83534DD65A0FF53C69479B5652C58490,HTTP/1.1,200,OK,text/html,,,,Microsoft-IIS/6.0,5356,,"Sat, 01 Aug 2020 00:13:49 GMT",Y,Y,Y,N,unknown,x509: unknown error,N,,,
8/1/2020 0:13,1.54.141.182,443,,ssl-freak,TLSv1.0,18403,VN,CAN THO,CAN THO,TLS_RSA_WITH_RC4_128_SHA,1024,,,5/9/2012 7:55,5/4/2032 7:55,6BE9068844B12C2BDF0AF2D4D6244449E3991E6A,FE676B96C70714F9,md5WithRSAEncryption,rsaEncryption,CIG,,CN,Shanghai,Shanghai,,,,,,,,CIG,,CN,Shanghai,Shanghai,,,,,,,,517311,,Y,TLS_RSA_EXPORT_WITH_RC4_40_MD5,Communications,EF512D0AB19E9B91A5C519C634A4F2FCBBF65C45EF87E01AABD25939FE903594,9FB295B36EAC31D1115CBC34808EE8B3A966FCE307E10DD44CF06A3F24D3266848243637EE7782DC85928B9AB4448B17EC9472E36DA32652324B2300986D8511,608C5D9E3DC8D785257F7FDF627F72E8,HTTP/1.1,200,OK,,,,,,,,,Y,Y,N,N,unknown,x509: unknown error,N,,,
8/1/2020 0:13,112.213.92.221,443,mail92221.dotvndns.vn,ssl-freak,TLSv1.0,45544,VN,HO CHI MINH,THANH PHO HO CHI MINH,TLS_RSA_WITH_AES_128_CBC_SHA,2048,*.maychuemail.com,Sectigo RSA Domain Validation Secure Server CA,2/17/2020 0:00,5/17/2022 23:59,0A09D28A48772027658D97262E41165278849C5F,9EA96D3C4453760C3FE4C16C4A98B25C,sha256WithRSAEncryption,rsaEncryption,,,,,,,,,,,,,Sectigo Limited,,GB,Greater Manchester,Salford,,,,,,,,0,,Y,TLS_RSA_EXPORT_WITH_RC4_40_MD5,Communications,F58A5708F1BDD48C7109FDF52F107741012DBB1DD0C6026AC0B214F628F74DDE,767DC7DEC7F8DDA8FD484F493EC1EAECBF65DC75FB5C1C06C54D8CECA314732CF2CB59D0365022FFEC8509FF6A1B163A9C35585E736CE2FB73474EAE73CBFFCC,49347519240E897A02E446C3A8CECDC6,HTTP/1.1,200,OK,text/html; charset=utf-8,close,,,,,,,Y,N,N,Y,DV,,N,,,
8/1/2020 0:13,123.30.130.190,443,web.vihan.vn,ssl-freak,TLSv1.0,45899,VN,HA NOI,HANOI,TLS_RSA_WITH_RC4_128_SHA,1024,localhost,localhost,4/29/2011 3:00,9/13/2038 3:00,18748920DC050BDA1A0AF29822D9AC4E52F98A42,F06276540D491CA9,sha1WithRSAEncryption,rsaEncryption,none,none,US,Someprovince,Sometown,,,,,webaster@localhost,,,none,none,US,Someprovince,Sometown,,,,,webaster@localhost,,,517311,,Y,TLS_RSA_EXPORT_WITH_RC4_40_MD5,Communications,90CEF3F7D288B3834692A99BC5600A3B47F60E506DC369CCCEC4D60A1F816B88,D801FA170B9341104FDD734D98F1F595A416E891ABB767DB676E3CFB1FD5389B12EE9F874E9DCF89C9AB65D7426695637BC197DA2F5E2942A6CF9081D41EA233,0F29A6E9FC2FF91726D4FBD706F75223,HTTP/1.1,200,OK,text/html,,,,Apache/2,44,,"Sat, 01 Aug 2020 01:02:40 GMT",Y,Y,N,N,unknown,x509: unknown error,N,,,
8/1/2020 0:13,103.145.4.122,443,,ssl-freak,TLSv1.0,135905,VN,HA NOI,HANOI,TLS_RSA_WITH_RC4_128_SHA,1024,localhost,localhost,1/29/2009 10:22,1/27/2019 10:22,5CB87310573059449EA7DC27C796C9B513794876,A01FCB8DCEEDF476,sha1WithRSAEncryption,rsaEncryption,XAMPP,XAMPP,DE,Berlin,Berlin,,,,,admin@localhost,,,XAMPP,XAMPP,DE,Berlin,Berlin,,,,,admin@localhost,,,0,,Y,TLS_RSA_EXPORT_WITH_RC4_40_MD5,Communications,06554F958087E34106E08FB22A608BDA798FCCE9B97FAC5A4A1E056AE1DE9E35,BD640F3A7B3F73E284AEB3F14ABAE05F696C75030E8314AE36B12CC7C63193C92CF475FDAA6C1968314D897DCAD51E9BCB34621AB967721C22961A883B4CFB7A,5B91690E97B37E69BD89FDC786ACD3C5,HTTP/1.1,200,OK,text/html,,,,Apache/2.2.11 (Win32) DAV/2 mod_ssl/2.2.11 OpenSSL,17175,,"Sat, 01 Aug 2020 00:13:51 GMT",Y,Y,Y,N,unknown,x509: unknown error,N,,,
8/1/2020 0:13,42.117.213.73,443,,ssl-freak,TLSv1.0,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,TLS_RSA_WITH_RC4_128_SHA,1024,,,5/9/2012 7:55,5/4/2032 7:55,6BE9068844B12C2BDF0AF2D4D6244449E3991E6A,FE676B96C70714F9,md5WithRSAEncryption,rsaEncryption,CIG,,CN,Shanghai,Shanghai,,,,,,,,CIG,,CN,Shanghai,Shanghai,,,,,,,,517311,,Y,TLS_RSA_EXPORT_WITH_RC4_40_MD5,Communications,EF512D0AB19E9B91A5C519C634A4F2FCBBF65C45EF87E01AABD25939FE903594,9FB295B36EAC31D1115CBC34808EE8B3A966FCE307E10DD44CF06A3F24D3266848243637EE7782DC85928B9AB4448B17EC9472E36DA32652324B2300986D8511,608C5D9E3DC8D785257F7FDF627F72E8,HTTP/1.1,200,OK,,,,,,,,,Y,Y,N,N,unknown,x509: unknown error,N,,,
8/1/2020 0:14,118.69.162.97,443,,ssl-freak,TLSv1.0,18403,VN,HA NOI,HANOI,TLS_RSA_WITH_RC4_128_SHA,1024,,,5/9/2012 7:55,5/4/2032 7:55,6BE9068844B12C2BDF0AF2D4D6244449E3991E6A,FE676B96C70714F9,md5WithRSAEncryption,rsaEncryption,CIG,,CN,Shanghai,Shanghai,,,,,,,,CIG,,CN,Shanghai,Shanghai,,,,,,,,517311,,Y,TLS_RSA_EXPORT_WITH_RC4_40_MD5,Communications,EF512D0AB19E9B91A5C519C634A4F2FCBBF65C45EF87E01AABD25939FE903594,9FB295B36EAC31D1115CBC34808EE8B3A966FCE307E10DD44CF06A3F24D3266848243637EE7782DC85928B9AB4448B17EC9472E36DA32652324B2300986D8511,608C5D9E3DC8D785257F7FDF627F72E8,HTTP/1.1,200,OK,,,,,,,,,Y,Y,N,N,unknown,x509: unknown error,N,,,
8/1/2020 0:14,103.54.249.119,443,,ssl-freak,TLSv1.0,135905,VN,HO CHI MINH,THANH PHO HO CHI MINH,TLS_RSA_WITH_RC4_128_SHA,1024,win-merak-v10.nnm.com,win-merak-v10.nnm.com,9/14/2018 1:41,9/13/2020 1:41,EA8B7ABF9AA36C959FF41D581E50DCB06F39ED86,09C6FD4C,sha1WithRSAEncryption,rsaEncryption,,,,,,,,,,admin@win-merak-v10.nnm.com,,,,,,,,,,,,admin@win-merak-v10.nnm.com,,,0,,Y,TLS_RSA_EXPORT_WITH_RC4_40_MD5,Communications,326FA7753F17D88A5A42295C51423DD44A38A94EF3D17C1D53F792B0D36B8D19,5CECCE44699BE9B33AC1DCAB107AA9149F1711E13E9DD4225F9CFFABF9C8BB6B28BC08DF4B88BB27F74A9D4ADF10D5922FEBD673967A9B33DEF3FB9B841DAEDE,38AED024911F1FDEE93E3CCC2ADA678B,HTTP/1.1,302,Document Moved,text/html,,,,IceWarp/10.4.5,612,,"Sat, 01 Aug 2020 00:14:04 GMT",Y,Y,N,N,unknown,x509: unknown error,N,,,
8/1/2020 0:14,112.213.90.31,443,mail9031.dotvndns.vn,ssl-freak,TLSv1.0,45544,VN,HO CHI MINH,THANH PHO HO CHI MINH,TLS_RSA_WITH_AES_128_CBC_SHA,2048,*.maychuemail.com,Sectigo RSA Domain Validation Secure Server CA,2/17/2020 0:00,5/17/2022 23:59,0A09D28A48772027658D97262E41165278849C5F,9EA96D3C4453760C3FE4C16C4A98B25C,sha256WithRSAEncryption,rsaEncryption,,,,,,,,,,,,,Sectigo Limited,,GB,Greater Manchester,Salford,,,,,,,,0,,Y,TLS_RSA_EXPORT_WITH_RC4_40_MD5,Communications,F58A5708F1BDD48C7109FDF52F107741012DBB1DD0C6026AC0B214F628F74DDE,767DC7DEC7F8DDA8FD484F493EC1EAECBF65DC75FB5C1C06C54D8CECA314732CF2CB59D0365022FFEC8509FF6A1B163A9C35585E736CE2FB73474EAE73CBFFCC,49347519240E897A02E446C3A8CECDC6,HTTP/1.1,200,OK,text/html; charset=utf-8,close,,,,,,,Y,N,N,Y,DV,,N,,,
8/1/2020 0:14,222.255.103.69,443,mail10369.maychuemail.com,ssl-freak,TLSv1.0,7643,VN,HA NOI,HANOI,TLS_RSA_WITH_AES_128_CBC_SHA,2048,*.maychuemail.com,Sectigo RSA Domain Validation Secure Server CA,2/17/2020 0:00,5/17/2022 23:59,0A09D28A48772027658D97262E41165278849C5F,9EA96D3C4453760C3FE4C16C4A98B25C,sha256WithRSAEncryption,rsaEncryption,,,,,,,,,,,,,Sectigo Limited,,GB,Greater Manchester,Salford,,,,,,,,517311,,Y,TLS_RSA_EXPORT_WITH_RC4_40_MD5,Communications,F58A5708F1BDD48C7109FDF52F107741012DBB1DD0C6026AC0B214F628F74DDE,767DC7DEC7F8DDA8FD484F493EC1EAECBF65DC75FB5C1C06C54D8CECA314732CF2CB59D0365022FFEC8509FF6A1B163A9C35585E736CE2FB73474EAE73CBFFCC,49347519240E897A02E446C3A8CECDC6,HTTP/1.1,200,OK,text/html; charset=utf-8,close,,,,,,,Y,N,N,Y,DV,,N,,,
8/1/2020 0:14,45.251.114.69,443,,ssl-freak,TLSv1.0,45544,VN,HA NOI,HANOI,TLS_RSA_WITH_RC4_128_SHA,2048,plesk,plesk,8/3/2018 15:29,8/3/2019 15:29,808C1D23426E2EAC749FF59A82794B7522AA4902,6AEDA8,sha1WithRSAEncryption,rsaEncryption,"Parallels, Inc.",Plesk,US,Virginia,Herndon,,,,,info@parallels.com,,,"Parallels, Inc.",Plesk,US,Virginia,Herndon,,,,,info@parallels.com,,,0,,Y,TLS_RSA_EXPORT_WITH_RC4_40_MD5,Communications,7375FA3A22E69A47A7222795791D6D2227DD3B3503310A77625878D48DD23BFD,24120321CC1E6F64B95B22D4728CDA49F3D5D02DBCD66B61F173544555F579B5270AC9C55FE87CC7798081223F19C60261AC383C32DC833D8754551EDFB7898A,73E4C971566BC172D909225EFF4CEC69,HTTP/1.1,200,OK,text/html; charset=utf-8,,,,Microsoft-IIS/6.0,72461,,"Sat, 01 Aug 2020 00:14:05 GMT",Y,Y,Y,N,unknown,x509: unknown error,N,,,
8/1/2020 0:14,103.7.40.58,443,mx4058.superdata.vn,ssl-freak,TLSv1.0,45544,VN,HO CHI MINH,THANH PHO HO CHI MINH,TLS_RSA_WITH_RC4_128_SHA,2048,www.phuongthanhspa.com,RapidSSL RSA CA 2018,4/12/2019 0:00,4/11/2020 12:00,4146E79B08011173EB34FF7CB4A85947708D081B,02E3B4C624431E6149E3D9159BF28C8E,sha256WithRSAEncryption,rsaEncryption,,,,,,,,,,,,,DigiCert Inc,www.digicert.com,US,,,,,,,,,,0,,Y,TLS_RSA_EXPORT_WITH_RC4_40_MD5,Communications,DFD21054D29AEA884BE11E7D3ED6378FA4895546381AE02A233780C7BD2A91E7,2DE9732F5AD937F238AA6C755709C9E9A9B9F62C825EBED023FAB08369C2F912D24B57D3166343F51676641671264EE4CAA5F179C64BC0F0063C993E233B1225,617865B74762E3AA04849CFED0B217CC,HTTP/1.1,500,Server Error,text/html,,,,Microsoft-IIS/6.0,861,,"Sat, 01 Aug 2020 00:15:49 GMT",Y,N,Y,N,DV,x509: certificate has expired or is not yet valid,N,,,
8/1/2020 0:14,42.115.184.38,443,,ssl-freak,TLSv1.0,18403,VN,HA NOI,HANOI,TLS_RSA_WITH_RC4_128_SHA,1024,,,5/9/2012 7:55,5/4/2032 7:55,6BE9068844B12C2BDF0AF2D4D6244449E3991E6A,FE676B96C70714F9,md5WithRSAEncryption,rsaEncryption,CIG,,CN,Shanghai,Shanghai,,,,,,,,CIG,,CN,Shanghai,Shanghai,,,,,,,,517311,,Y,TLS_RSA_EXPORT_WITH_RC4_40_MD5,Communications,EF512D0AB19E9B91A5C519C634A4F2FCBBF65C45EF87E01AABD25939FE903594,9FB295B36EAC31D1115CBC34808EE8B3A966FCE307E10DD44CF06A3F24D3266848243637EE7782DC85928B9AB4448B17EC9472E36DA32652324B2300986D8511,608C5D9E3DC8D785257F7FDF627F72E8,HTTP/1.1,200,OK,,,,,,,,,Y,Y,N,N,unknown,x509: unknown error,N,,,
