"timestamp","ip","protocol","port","hostname","tag","asn","geo","region","city","naics","sic","module","motd","password"
"2020-08-01 16:09:08","171.226.100.137","tcp",873,"dynamic-ip-adsl.viettel.vn","rsync",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,,,
"2020-08-01 16:09:08","115.78.2.137","tcp",873,,"rsync",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,,,
"2020-08-01 16:09:12","171.244.58.2","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:09:17","42.112.21.216","tcp",873,,"rsync",18403,"VN","HA NOI","HANOI",517311,,"maudieukhac_backup;data_backup;",,"N"
"2020-08-01 16:09:18","116.104.68.103","tcp",873,"dynamic-adsl.viettel.vn","rsync",7552,"VN","HA NOI","HANOI",517312,,"usbdisk1;",,"N"
"2020-08-01 16:09:18","171.244.9.144","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:09:18","27.67.80.6","tcp",873,"localhost","rsync",7552,"VN","HA NOI","HANOI",517312,,"castis_failover|/castis/failover Sync between active and backup;",,"N"
"2020-08-01 16:09:29","118.70.125.141","tcp",873,,"rsync",18403,"VN","HA NOI","HANOI",517311,,,,
"2020-08-01 16:09:29","210.245.21.201","tcp",873,,"rsync",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,"xine1|module bank for xine1;bank_tamtay|module bank for tamtay;tcoin_10|module tcoin for thapthanh;",,"N"
"2020-08-01 16:09:29","171.247.1.211","tcp",873,"dynamic-ip-adsl.viettel.vn","rsync",7552,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:09:30","117.5.206.101","tcp",873,"localhost","rsync",7552,"VN","BAC GIANG","BAC GIANG",517312,,"array1_share;array1_dulieu;",,"N"
"2020-08-01 16:09:46","171.244.58.19","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:09:55","113.162.12.214","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HA NOI","HANOI",517311,,,,
"2020-08-01 16:09:56","27.64.53.14","tcp",873,"localhost","rsync",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,"array1_Movies%2dMusic;array1_LeTam%2dData;array1_bitorrent;array1_share;array1_admin;array1_webaxs;array1_Ftpshare;",,"N"
"2020-08-01 16:09:56","125.212.202.172","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:09:56","103.9.76.17","tcp",873,"utric.ekemode.net","rsync",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,"ftp|public archive;vinahostbackup_template;",,"N"
"2020-08-01 16:09:56","113.161.87.46","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,"ActiveBackupforBusiness;chat;Cloud|- Thanh Tuyen;Cloud-Huong|Lan;Cloud-la|thuc nghi;Cloud-Truong;docker;Du|lieu van phongShare;HD|Music       HD Music;homes;Huong|Tuyen 1  admin;Huong|Tuyen 2;HuongTuyen|Web_indexWeb Index;lien;MinimServer|MinimServer configuration;music|System default shared folder;NAKIVO_Repository|NAKIVO Repository;NetBackup|System default shared folder;photo|System default shared folder;Plex|Plex Media Library;surveillance|System default shared folder;Tan|Tao;tuyenhuynh;video|System default shared folder;web|System default shared folder;home|~;",,"N"
"2020-08-01 16:10:08","125.212.212.106","tcp",873,,"rsync",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,,,
"2020-08-01 16:10:09","171.244.58.6","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:10:16","123.31.26.134","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HA NOI","HANOI",517311,,"api-dev.fujiapp.vn;api.fujiapp.vn;backend-dev.fujiapp.vn;backend.fujiapp.vn;",,"N"
"2020-08-01 16:10:17","103.141.144.22","tcp",873,,"rsync",18403,"VN","HA NOI","HANOI",0,,,,
"2020-08-01 16:10:18","42.112.21.135","tcp",873,,"rsync",18403,"VN","HA NOI","HANOI",517311,,"video_storage;www_storage;",,"N"
"2020-08-01 16:10:18","27.74.97.130","tcp",873,"localhost","rsync",7552,"VN","HA NOI","HANOI",517312,,"disk2_Backup;",,"N"
"2020-08-01 16:10:22","42.112.21.141","tcp",873,,"rsync",18403,"VN","HA NOI","HANOI",517311,,"video_storage;www_storage;",,"N"
"2020-08-01 16:10:22","103.1.209.195","tcp",873,"qand.me","rsync",38731,"VN","HA NOI","HANOI",0,,"ssl;",,"N"
"2020-08-01 16:10:23","61.28.241.10","tcp",873,,"rsync",38244,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,,,
"2020-08-01 16:10:24","171.244.58.13","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:10:38","210.211.127.15","tcp",873,,"rsync",38731,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,,,
"2020-08-01 16:10:45","222.255.114.47","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HA NOI","HANOI",517311,,,,
"2020-08-01 16:10:45","1.55.191.214","tcp",873,,"rsync",18403,"VN","HA NOI","HANOI",517311,,,,
"2020-08-01 16:10:45","103.216.120.32","tcp",873,,"rsync",18403,"VN","HA NOI","HANOI",0,,"user_a84363eaffda3f1f8096;user_3193d935839134b78144;user_8c73f61f3a5d492f8162;user_3b86e19e64f970798096;user_fc343784d9bc80ce8165;user_aad0191a274ff4dc8096;user_9c9790a4df4c45a68096;user_b700afe03dc20af48174;user_3581cac2ecafd2f68177;user_4d3a0cafcb86f7e18096;",,"N"
"2020-08-01 16:10:50","203.113.172.111","tcp",873,,"rsync",7552,"VN","HA NOI","HANOI",517312,,"POKEDAICHIEN_RES|POKEDAICHIEN_RES;CJYX_RES|CJYX RES;PKG_RES|PKG RES;WEB_RES|WEB RES;TQBC2_RES|TQBC2 RES;",,"N"
"2020-08-01 16:10:51","61.28.250.138","tcp",873,,"rsync",38244,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,,,
"2020-08-01 16:10:57","14.177.162.173","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HA NOI","HANOI",517311,,,,
"2020-08-01 16:11:05","171.244.9.77","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:11:22","103.92.25.104","tcp",873,,"rsync",135915,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,"Backup|Backup Drive;TestDelta;conf_server;",,"N"
"2020-08-01 16:11:23","27.78.221.9","tcp",873,"localhost","rsync",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,"HT-CUSTOMER|link customer dropbox;HT-OFFICE;HT-PARTIME;HT-PUBBLIC;HT-RAW;HT-TEMP;NetBackup|System default shared folder;WORK|STATION;home|~;",,"N"
"2020-08-01 16:11:25","14.178.144.54","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HA NOI","HANOI",517311,,"ACC;BOM;chat;docker;G.A|Dept;KHAISALE;LD.Dept;MD;NetBackup|System default shared folder;P.D|Dept       Ph#303#262ng S#341#272#243n Xu#341#272#245t;PICTURE;Q.A|Dept.;SALE;TEST;web|System default shared folder;home|~;",,"N"
"2020-08-01 16:11:34","118.71.178.242","tcp",873,"ip-address-pool-xxx.fpt.vn","rsync",18403,"VN","BAC NINH","BAC NINH",517311,,,,
"2020-08-01 16:11:34","123.30.174.144","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HA NOI","HANOI",517311,,,,
"2020-08-01 16:11:35","14.231.14.25","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HA NOI","HANOI",517311,,"array1_nmd84%5fbk;array1_nng%5fbak;array1_bvh%5fbak;array1_btl84%5fbak;array1_webserver;",,"N"
"2020-08-01 16:11:35","171.244.9.118","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:11:44","171.244.9.141","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:11:44","14.248.134.70","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HA NOI","HANOI",517311,,,,
"2020-08-01 16:11:44","171.234.233.90","tcp",873,"dynamic-ip-adsl.viettel.vn","rsync",7552,"VN","HA NOI","HANOI",517312,,"disk2_share;disk2_Backup;",,"N"
"2020-08-01 16:11:45","43.239.222.201","tcp",873,"dc222.kdata.vn","rsync",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,,,
"2020-08-01 16:11:46","113.180.28.146","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,,,
"2020-08-01 16:11:46","171.244.9.226","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:11:47","123.24.184.115","tcp",873,,"rsync",45899,"VN","HA NOI","HANOI",517311,,"homes|user home;music|System default shared folder;NetBackup|System default shared folder;photo|System default shared folder;Plex|Plex Media Library;usbshare1|Western Digital Technologies, Inc.;usbshare2|BUFFALO INC. (formerly MelCo., Inc.);Van|Phong Ban VietD#341#273#257 li#341#273#207u c#303#264ng ty ngo#303#240i VP H#303#240 N#341#273#231i;video|System default shared folder;Viet|Capital   VietCapital Company;home|~;",,"N"
"2020-08-01 16:11:51","171.244.9.163","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:11:53","14.177.239.230","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HA NOI","HANOI",517311,,"BACKUP;homes|user home;music|System default shared folder;NetBackup|System default shared folder;Nova|Da Nang;photo|System default shared folder;Scan|File;Setup;TTLand;TTM;usbshare1|Silicon Motion, Inc. - Taiwan (formerly Feiya Technology Corp.);video|System default shared folder;web|System default shared folder;Wordpress;home|~;",,"N"
"2020-08-01 16:11:54","125.212.215.76","tcp",873,,"rsync",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,"Welcom|from jibei games;-----------------------------------------------------;;rsync_install|rsync;rsync_game|rsync;rsync_sql|rsync_sql;",,"N"
"2020-08-01 16:11:54","123.30.185.166","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HA NOI","HANOI",517311,,"123_30_185_44;123_30_185_45;123_30_185_46;123_30_185_47;123_30_185_56;123_30_182_15;123_30_182_57;123_30_182_61;123_30_182_67;123_30_182_70;123_30_182_73;123_30_182_76;123_30_182_80;123_30_182_81;123_30_191_188;123_30_191_189;123_30_191_190;123_30_191_203;123_30_185_160;123_30_185_161;123_30_185_162;123_30_191_186;123_30_157_196;daily_backup_account_data;123_30_191_187;203_162_96_70;123_30_109_197;123_30_109_3;203_162_96_86;smartads;smartads_vinaphone;EmailServer;203_162_31_113;203_162_31_116;203_162_31_112;222_255_175_133;123_31_27_70;203_162_31_106;203_162_31_105;222_255_175_111;203_162_31_123;",,"N"
"2020-08-01 16:11:55","125.212.245.43","tcp",873,,"rsync",3873,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,,,
"2020-08-01 16:11:56","210.211.127.18","tcp",873,,"rsync",38731,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,,,
"2020-08-01 16:12:03","125.212.193.45","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,"website;",,"N"
"2020-08-01 16:12:05","123.30.41.147","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HA NOI","HANOI",517311,,,,
"2020-08-01 16:12:08","14.169.221.241","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,,,
"2020-08-01 16:12:10","171.244.13.168","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:12:21","118.69.170.38","tcp",873,,"rsync",18403,"VN","HA NOI","HANOI",517311,,,,
"2020-08-01 16:12:26","103.97.124.136","tcp",873,"no-ptr.123host.vn","rsync",135905,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,"backup;",,"N"
"2020-08-01 16:12:36","103.92.25.250","tcp",873,,"rsync",135915,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,,,
"2020-08-01 16:12:36","27.71.227.167","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:12:36","103.74.121.74","tcp",873,"sv121074.bkns.vn","rsync",135967,"VN","HA NOI","HANOI",0,,"lykos;aromahome;aromaopt;aromadb;",,"N"
"2020-08-01 16:12:43","125.212.209.103","tcp",873,,"rsync",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,"root;",,"N"
"2020-08-01 16:12:43","1.53.181.132","tcp",873,,"rsync",18403,"VN","HA NOI","HANOI",517311,,,,
"2020-08-01 16:12:45","103.53.170.163","tcp",873,"dc170.kdata.vn","rsync",18403,"VN","HA NOI","HANOI",0,,";",,"N"
"2020-08-01 16:13:00","115.78.6.230","tcp",873,,"rsync",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,"camera|camera;music|System default shared folder;NetBackup|System default shared folder;surveillance|System default shared folder;video|System default shared folder;home|~;",,"N"
"2020-08-01 16:13:02","103.9.204.235","tcp",873,,"rsync",131361,"VN","THUA THIEN-HUE","HUE",0,,"update_server|#346#270#270#346#210#217#346#233#264#346#226#260;back_game|#346#225#260#346#215#256#345#272#223#345#244#207#344#273#275;",,"N"
"2020-08-01 16:13:12","125.212.192.221","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,"yjzx_vn_cdn|yjzx vn CDN;yjzx_vn_rsync_dir|yjzx#350#277#220#347#273#264#350#204#232#346#234#254#346#233#264#346#226#260;server_yjzx_vn|yjzx#345#220#216#347#253#257#346#226#207#344#273#266;client_yjzx_vn|yjzx CDN source;",,"N"
"2020-08-01 16:13:12","113.190.173.157","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HA NOI","HANOI",517311,,"AM_NHAC|Music;homes|user home;music|System default shared folder;NAS|1Tb        chuyen data tu cac o Nas cu;NetBackup|System default shared folder;photo|System default shared folder;TONG_HOP;video|System default shared folder;home|~;",,"N"
"2020-08-01 16:13:12","171.247.44.99","tcp",873,"dynamic-ip-adsl.viettel.vn","rsync",7552,"VN","HA NOI","HANOI",517312,,"Bandicam|STAFF Save;chat;docker;NAS|Synology   #341#273#224  #304#221#304#251a m#341#272#241ng;Plex|Plex Media Library;PTDownload;surveillance|System default shared folder;video|System default shared folder;home|~;",,"N"
"2020-08-01 16:13:12","171.244.9.78","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:13:13","125.253.119.8","tcp",873,"mx1198.digipower.com.vn","rsync",45538,"VN","BAC GIANG","BAC GIANG",0,,";;Welcome|to Open Source Software Mirror (OSSM VietNam) - hosted by DIGIPOWER;;8888888b.|8888888 .d8888b.  8888888 8888888b.   .d88888b.  888       888 8888888888 8888888b.;888|""Y88b  888  d88P  Y88b   888   888   Y88b d88P"" ""Y88b 888   o   888 888        888   Y88b;888|888  888  888    888   888   888    888 888     888 888  d8b  888 888        888    888;888|888  888  888          888   888   d88P 888     888 888 d888b 888 8888888    888   d88P;888|888  888  888  88888   888   8888888P""  888     888 888d88888b888 888        8888888P"";888|888  888  888    888   888   888        888     888 88888P Y88888 888        888 T88b;888|.d88P  888  Y88b  d88P   888   888        Y88b. .d88P 8888P   Y8888 888        888  T88b;8888888P""|8888888 ""Y8888P88 8888888 888         ""Y88888P""  888P     Y888 8888888888 888   T88b;;|http://digipower.vn;;-------------------------------------------------------------------------;|Hostname:     mirrors.digipower.vn;|IP Addresses: 125.253.119.8;|Location:     DIGIPOWER, HCM, VN;|Bandwidth:    100 Mbps;;|If you experience any trouble with this mirror, please contact;|contact@digipower.vn.;-------------------------------------------------------------------------;|This ftp/http/rsync service is an unsupported service. Use;entirely|at your own risk - no warranty is expressed or implied.;All|transfers are logged.;--------------------------------------------------------------------------;;;centos|Centos - Digipower Mirror Rsync Service;ubuntu-releases|Ubuntu-Releases - Digipower Mirror Rsync Service;ubuntu-archive|Ubuntu-Archive - Digipower Mirror Rsync Service;fedora-epel|Fedora-Epel - Digipower Mirror Rsync Service;fedora-linux|Fedora-Linux - Digipower Mirror Rsync Service;debian-cd|Debian - Digipower Mirror Rsync Service;apache|Apache - Digipower Mirror Rsync Service;CPAN|CPAN - Digipower Mirror Rsync Service;repoforge|RepoForge - Digipower Mirror Rsync Service;openvz|OpenVZ - Digipower Mirror Rsync Service;",,"N"
"2020-08-01 16:13:29","123.21.170.252","tcp",873,,"rsync",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,"array1_Ebook%5fVideo;",,"N"
"2020-08-01 16:13:31","171.244.58.3","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:13:32","171.241.21.91","tcp",873,"dynamic-ip-adsl.viettel.vn","rsync",7552,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:13:35","14.162.194.220","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HA NOI","HANOI",517311,,,,
"2020-08-01 16:13:35","113.161.82.194","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,"array1_Public;",,"N"
"2020-08-01 16:13:56","43.239.222.212","tcp",873,"dc222.kdata.vn","rsync",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,,,
"2020-08-01 16:14:00","113.22.158.34","tcp",873,,"rsync",18403,"VN","KHANH HOA","NHA TRANG",517311,,"disk1_NAS%2dI;usbdisk1;",,"N"
"2020-08-01 16:14:01","210.245.126.37","tcp",873,,"rsync",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,"backup|Backup sources;",,"N"
"2020-08-01 16:14:07","14.169.255.173","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HA NOI","HANOI",517311,,,,
"2020-08-01 16:14:07","14.169.250.219","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,"autocad-01;autocad-02;autocad-03;autocad-04;autocad-old;homes|user home;Kinh|Doanh_#346#245#255#345#213#231;LaiMingShen;MarkLSH;music|System default shared folder;NetBackup|System default shared folder;photo|System default shared folder;SoftWare;VanPhong-guynh;VanPhong-lam;VanPhong-phuong;VanPhong-yen;video|System default shared folder;home|~;",,"N"
"2020-08-01 16:14:16","14.248.90.60","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HA NOI","HANOI",517311,,,,
"2020-08-01 16:14:16","210.211.127.17","tcp",873,,"rsync",38731,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,,,
"2020-08-01 16:14:19","183.80.30.31","tcp",873,,"rsync",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,,,
"2020-08-01 16:14:20","210.211.127.9","tcp",873,,"rsync",38731,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,,,
"2020-08-01 16:14:20","1.53.188.245","tcp",873,,"rsync",18403,"VN","HA NOI","HANOI",517311,,,,
"2020-08-01 16:14:22","115.165.166.50","tcp",873,,"rsync",45903,"VN","HA NOI","HANOI",0,,,,
"2020-08-01 16:14:22","171.244.9.145","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:14:22","171.247.101.33","tcp",873,"dynamic-ip-adsl.viettel.vn","rsync",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,"HAIYENVN;Public;SmartWare;TimeMachineBackup;WDSync;test;haiyen;haiyen1;Data_Export_BVM-01;Data_Export_BVM-02;Nguyen_Long_L804._EI_removing_MT;",,"N"
"2020-08-01 16:14:23","42.112.21.138","tcp",873,,"rsync",18403,"VN","HA NOI","HANOI",517311,,"video_storage;www_storage;",,"N"
"2020-08-01 16:14:55","203.210.234.100","tcp",873,"adsl.hnpt.com.vn","rsync",45899,"VN","HA NOI","HANOI",517311,,"NetBackup|System default shared folder;surveillance|System default shared folder;home|~;",,"N"
"2020-08-01 16:14:55","115.78.4.52","tcp",873,,"rsync",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,,,
"2020-08-01 16:14:57","43.239.221.239","tcp",873,"dc221.kdata.vn","rsync",7643,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,"Welcom|to use the rsync server!;Current|Server IP:43.239.221.206;;;;",,"N"
"2020-08-01 16:14:59","171.244.9.165","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:14:59","42.112.21.140","tcp",873,,"rsync",18403,"VN","HA NOI","HANOI",517311,,"video_storage;www_storage;",,"N"
"2020-08-01 16:15:00","171.244.9.170","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:15:00","42.112.35.56","tcp",873,,"rsync",18403,"VN","HA NOI","HANOI",517311,,"rsync_heo|sync_code;",,"N"
"2020-08-01 16:15:01","171.244.9.143","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:15:02","42.113.231.57","tcp",873,,"rsync",18403,"VN","HA NOI","HANOI",517311,,,,
"2020-08-01 16:15:02","118.68.0.59","tcp",873,,"rsync",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,,,
"2020-08-01 16:15:09","210.245.18.132","tcp",873,,"rsync",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,"record|backup;backup|backup;office|database;database|database;redmine|Redmine Path;cloud-cc01|Cloud Path;zabbix|zabbix Path;dev-flix2-analytics-02|zabbix Path;transffer|trans;flix2-backend-db-02|trans;flix1|210.245.125.37;cas1|zabbix Path;cas2|210.245.125.40;flix2-livetv-03|trans;flix2-livetv-03-01|trans;streaming01|210.245.18.140;logs|logs;streaming02|210.245.125.19;n02|210.245.122.104;n01|210.245.122.107;streaming03|210.245.122.99;streaming04|210.245.18.130;streaming05|210.245.122.106;streaming06|210.245.122.103;streaming07|210.245.125.2;streaming08|210.245.125.3;streaming09|210.245.125.4;streaming10|210.245.125.14;tracking|210.245.125.46;livetv-wowza|210.245.18.139;livetv-141|210.245.18.141;livetv-19|210.245.125.19;flix2-backend-01|210.245.18.75;flix2-backend-02|210.245.18.97;logs_132|logs;backup_132|backup;",,"N"
"2020-08-01 16:15:10","42.115.172.48","tcp",873,,"rsync",18403,"VN","HA NOI","HANOI",517311,,,,
"2020-08-01 16:15:12","61.28.240.10","tcp",873,,"rsync",38244,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,"backup_dcs;",,"N"
"2020-08-01 16:15:22","210.245.21.141","tcp",873,,"rsync",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,"500bros.gg;",,"N"
"2020-08-01 16:15:22","210.245.52.22","tcp",873,"210-245-52-fiber-net-static-ip.fpt.vn","rsync",18403,"VN","HA NOI","HANOI",517311,,";pinoybl|binlog pinoygame;52la_public_data|mirroring public 52la data;52la_domain_data|mirroring 52la web code;",,"N"
"2020-08-01 16:15:22","171.244.9.229","tcp",873,,"rsync",38731,"VN","HA NOI","HANOI",517312,,,,
"2020-08-01 16:15:22","103.63.212.147","tcp",873,"static-ptr.ehost.vn","rsync",135920,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,"image;image2;",,"N"
"2020-08-01 16:15:22","123.31.20.106","tcp",873,"static.vnpt.vn","rsync",45899,"VN","HA NOI","HANOI",517311,,,,
"2020-08-01 16:15:33","103.9.76.15","tcp",873,"digea.ekemode.net","rsync",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,"thumb;waiting_convert;stream;mecloud.vn;",,"N"
"2020-08-01 16:15:38","58.187.8.111","tcp",873,"adsl-dynamic-pool-xxx.fpt.vn","rsync",18403,"VN","HA NOI","HANOI",517311,,,,
